IMU-Ang-pitch,IMU-Ang-roll,IMU-Ang-yaw,IMU-Lin-x,IMU-Lin-y,IMU-Lin-z
0.0007806826033629477,0.0009221537038683891,0.0003530939284246415,9.774566650390625,0.0042326683178544044,0.05574287101626396
-0.0004576015053316951,-0.0006838419358246028,0.0008668113150633872,9.667390823364258,0.026682425290346146,1.5218074321746826
0.0019374002004042268,0.0005185608169995248,0.00011215982522116974,9.346604347229004,0.017766326665878296,3.1229372024536133
-0.0008416304481215775,0.00011388969141989946,-0.0015859463019296527,9.333806037902832,0.002883964916691184,3.0411429405212402
0.00019488796533551067,0.000998693285509944,0.001890908577479422,9.302165985107422,0.03353707864880562,3.1257095336914062
0.0017117890529334545,-0.0019577667117118835,0.000630092341452837,9.75797176361084,-0.04208963364362717,0.06935010105371475
0.00037923920899629593,0.0009334341157227755,0.0011841937666758895,9.661978721618652,-0.00041501648956909776,1.54274320602417
-0.001597144058905542,0.000741884985473007,-4.460454874788411e-05,9.32401180267334,0.01407424546778202,3.0492382049560547
-0.0005524492589756846,-0.07401692867279053,0.0007326186168938875,9.25232982635498,0.006727020721882582,3.2624683380126953
-0.0009849914349615574,-0.008262707851827145,2.8364505851641297e-05,9.283432960510254,-0.01926621049642563,3.0765278339385986
-0.0010706778848543763,-0.0014519760152325034,-0.0005645282799378037,9.79813289642334,-0.049384139478206635,0.03300368785858154
-0.0006900540320202708,-0.00036311656003817916,0.002490059472620487,9.669711112976074,0.0009064228506758809,1.530253291130066
0.0019197348738089204,-0.00027712914743460715,-0.000495751912239939,9.32260513305664,0.014651887118816376,3.092012405395508
-0.0005894904606975615,-0.010876229032874107,-0.00023861911904532462,9.316078186035156,-0.00016161458916030824,3.1157875061035156
-0.00034077209420502186,-0.0009263749234378338,-0.0009497787104919553,9.340163230895996,0.016720334067940712,3.131188154220581
