IMU-Ang-pitch,IMU-Ang-roll,IMU-Ang-yaw,IMU-Lin-x,IMU-Lin-y,IMU-Lin-z
0.0005812935996800661,0.0005645951023325324,0.00018152297707274556,-0.07115404307842255,0.004236125387251377,9.822688102722168
-0.00016527240222785622,-0.0003916284185834229,-0.00043299602111801505,-3.630328893661499,2.653756856918335,8.69493293762207
0.001937376451678574,0.0005185549380257726,0.00011215880658710375,1.444361925125122,0.47506073117256165,9.736106872558594
-0.0008480072137899697,1.6482605133205652e-05,-0.000813827384263277,1.4315181970596313,0.46020349860191345,9.65425968170166
0.0015795240178704262,0.0018514706753194332,0.002530301921069622,1.3999786376953125,0.49071985483169556,9.738872528076172
0.0016259602271020412,-0.0022294456139206886,0.0006300917593762279,-0.0877452939748764,-0.042090386152267456,9.836723327636719
0.00019087185501120985,0.0007902570068836212,0.0013926924439147115,-3.6357574462890625,2.626661777496338,8.715867042541504
-0.0015970963286235929,0.0007418636232614517,-4.4602340494748205e-05,1.4217820167541504,0.47132351994514465,9.662409782409668
0.022807763889431953,-0.07205983996391296,0.0013967156410217285,1.2357988357543945,0.40796175599098206,9.73147964477539
0.0034980790223926306,-0.00884789414703846,-0.0015950341476127505,1.380664348602295,0.43777796626091003,9.689092636108398
-0.0010705447057262063,-0.0014517945237457752,-0.0005644575576297939,-0.047574758529663086,-0.04937944933772087,9.80038070678711
-0.0006900799344293773,-0.00036313000600785017,0.0024901486467570066,-3.628032684326172,2.627993583679199,8.703338623046875
0.0019196998327970505,-0.00027712335577234626,-0.000495742482598871,1.4203447103500366,0.471912145614624,9.705167770385742
0.003654554020613432,-0.009825551882386208,-0.0012830090709030628,1.413251519203186,0.4569051265716553,9.728179931640625
-0.001808385131880641,-0.0018191502895206213,-0.0026147491298615932,1.4378883838653564,0.47401148080825806,9.744345664978027
