Dist-Curr,Max-Distance,Min-Distance
33.5609245300293,1000.0,0.20000000298023224
19.026859283447266,1000.0,0.20000000298023224
22.897537231445312,1000.0,0.20000000298023224
22.771240234375,1000.0,0.20000000298023224
22.841093063354492,1000.0,0.20000000298023224
33.719478607177734,1000.0,0.20000000298023224
19.215669631958008,1000.0,0.20000000298023224
22.232192993164062,1000.0,0.20000000298023224
21.313047409057617,1000.0,0.20000000298023224
22.886167526245117,1000.0,0.20000000298023224
33.87715530395508,1000.0,0.20000000298023224
19.449005126953125,1000.0,0.20000000298023224
22.434619903564453,1000.0,0.20000000298023224
22.714963912963867,1000.0,0.20000000298023224
22.62258529663086,1000.0,0.20000000298023224
